,date,기온,풍향,풍속,강수량,습도,PM2.5
0,0000010100,0.1785150078988941,0.1627777777777778,0.0639386189258312,0.0,0.7420000000000001,0.032
1,0000010101,0.1769352290679305,0.1780555555555555,0.0613810741687979,0.0,0.733,0.032
2,0000010102,0.1706161137440758,0.2608333333333333,0.0460358056265984,0.0,0.761,0.048
3,0000010103,0.1690363349131121,0.2516666666666666,0.0230179028132992,0.0,0.763,0.044
4,0000010104,0.1658767772511848,0.0,0.0102301790281329,0.0,0.771,0.036
5,0000010105,0.1706161137440758,0.2002777777777777,0.0383631713554987,0.0,0.78,0.036
6,0000010106,0.1674565560821485,0.4272222222222223,0.0204603580562659,0.0,0.7739999999999999,0.04
7,0000010107,0.1848341232227488,0.5233333333333333,0.0153452685421994,0.0,0.76,0.04
8,0000010108,0.2180094786729857,0.3102777777777778,0.0230179028132992,0.0,0.626,0.052
9,0000010109,0.2290679304897314,0.0655555555555555,0.0358056265984654,0.0,0.5750000000000001,0.08
10,0000010110,0.2480252764612954,0.1480555555555555,0.0230179028132992,0.0,0.515,0.092
11,0000010111,0.2369668246445497,0.2880555555555555,0.0460358056265984,0.0,0.566,0.068
12,0000010112,0.2511848341232228,0.1627777777777778,0.0434782608695652,0.0,0.537,0.068
13,0000010113,0.2717219589257504,0.2980555555555556,0.0230179028132992,0.0,0.499,0.052
14,0000010114,0.2890995260663507,0.4244444444444445,0.0281329923273657,0.0,0.47,0.06
15,0000010115,0.2764612954186414,0.4688888888888889,0.0255754475703324,0.0,0.503,0.068
16,0000010116,0.2417061611374407,0.0,0.0051150895140664,0.0,0.554,0.048
17,0000010117,0.2353870458135861,0.6183333333333333,0.0281329923273657,0.0,0.62,0.072
18,0000010118,0.2480252764612954,0.5888888888888889,0.0332480818414322,0.0,0.627,0.068
19,0000010119,0.2543443917851501,0.5277777777777778,0.0332480818414322,0.0,0.657,0.084
20,0000010120,0.2527646129541864,0.5919444444444445,0.0153452685421994,0.0,0.6689999999999999,0.064
21,0000010121,0.2575039494470774,0.5572222222222222,0.0153452685421994,0.0,0.648,0.032
22,0000010122,0.2622432859399684,0.7433333333333334,0.0153452685421994,0.0,0.6589999999999999,0.04
23,0000010123,0.2669826224328594,0.2147222222222222,0.0127877237851662,0.0,0.677,0.04
24,0000010200,0.2622432859399684,0.0486111111111111,0.0153452685421994,0.0,0.735,0.052
25,0000010201,0.2638230647709321,0.0,0.0102301790281329,0.0,0.775,0.048
26,0000010202,0.2669826224328594,0.5486111111111112,0.0204603580562659,0.0,0.807,0.064
27,0000010203,0.2654028436018957,0.0230555555555555,0.0230179028132992,0.0,0.8089999999999999,0.06
28,0000010204,0.2669826224328594,0.9441666666666666,0.0153452685421994,0.0,0.8220000000000001,0.06
29,0000010205,0.2669826224328594,0.0,0.0076726342710997,0.0,0.828,0.088
