,date,기온,풍향,풍속,강수량,습도,PM2.5
0,0000010100,0.1548183254344391,0.4108333333333334,0.0332480818414322,0.0,0.8300000000000001,0.052
1,0000010101,0.1421800947867298,0.1486111111111111,0.0306905370843989,0.0,0.853,0.072
2,0000010102,0.1737756714060031,0.2038888888888889,0.0409207161125319,0.0,0.802,0.068
3,0000010103,0.1690363349131121,0.3305555555555555,0.0485933503836317,0.0,0.816,0.064
4,0000010104,0.1690363349131121,0.0,0.0076726342710997,0.0,0.8270000000000001,0.064
5,0000010105,0.1437598736176935,0.1763888888888889,0.0153452685421994,0.0,0.858,0.06
6,0000010106,0.1153238546603475,0.2416666666666666,0.0179028132992327,0.0,0.8720000000000001,0.068
7,0000010107,0.1706161137440758,0.0,0.0102301790281329,0.0,0.8170000000000001,0.064
8,0000010108,0.2195892575039494,0.4472222222222222,0.0230179028132992,0.0,0.651,0.068
9,0000010109,0.2590837282780411,0.9775,0.0358056265984654,0.0,0.509,0.072
10,0000010110,0.2480252764612954,0.8108333333333333,0.0716112531969309,0.0,0.553,0.064
11,0000010111,0.2606635071090047,0.8058333333333334,0.0818414322250639,0.0,0.55,0.048
12,0000010112,0.2764612954186414,0.7583333333333334,0.0588235294117647,0.0,0.484,0.052
13,0000010113,0.2859399684044234,0.8225000000000001,0.0895140664961636,0.0,0.418,0.064
14,0000010114,0.3033175355450237,0.8769444444444444,0.0383631713554987,0.0,0.3359999999999999,0.064
15,0000010115,0.2812006319115324,0.7177777777777777,0.0434782608695652,0.0,0.368,0.048
16,0000010116,0.2148499210110584,0.0,0.0076726342710997,0.0,0.631,0.04
17,0000010117,0.1832543443917851,0.1008333333333333,0.0127877237851662,0.0,0.755,0.036
18,0000010118,0.2022116903633491,0.0,0.0051150895140664,0.0,0.773,0.056
19,0000010119,0.2164296998420221,0.0,0.0102301790281329,0.0,0.776,0.068
20,0000010120,0.2338072669826224,0.0,0.0025575447570332,0.0,0.751,0.056
21,0000010121,0.2401263823064771,0.0,0.0025575447570332,0.0,0.76,0.064
22,0000010122,0.2480252764612954,0.0469444444444444,0.0153452685421994,0.0,0.741,0.068
23,0000010123,0.2496050552922591,0.0,0.0102301790281329,0.0,0.782,0.076
24,0000010200,0.2559241706161137,0.0,0.0,0.0,0.795,0.056
25,0000010201,0.2622432859399684,0.0,0.0025575447570332,0.0,0.766,0.08
26,0000010202,0.2654028436018957,0.0,0.0076726342710997,0.0,0.839,0.092
27,0000010203,0.273301737756714,0.0,0.0102301790281329,0.0,0.868,0.1
28,0000010204,0.2796208530805687,0.0,0.0,0.0,0.8770000000000001,0.096
29,0000010205,0.2843601895734597,0.0,0.0051150895140664,0.0,0.88,0.108
30,0000010206,0.2938388625592417,0.0,0.0051150895140664,0.0,0.883,0.108
31,0000010207,0.3080568720379147,0.0,0.0051150895140664,0.0,0.846,0.128
32,0000010208,0.358609794628752,0.0,0.0051150895140664,0.0,0.7320000000000001,0.14
33,0000010209,0.3854660347551343,0.7274999999999999,0.0281329923273657,0.0,0.657,0.156
34,0000010210,0.406003159557662,0.7908333333333333,0.0281329923273657,0.0,0.66,0.164
35,0000010211,0.3902053712480253,0.7752777777777778,0.0741687979539642,0.0,0.6859999999999999,0.164
36,0000010212,0.4091627172195893,0.7538888888888888,0.0537084398976982,0.0,0.592,0.136
37,0000010213,0.4218009478672986,0.7855555555555556,0.0537084398976982,0.0,0.5700000000000001,0.16
38,0000010214,0.4186413902053713,0.8069444444444445,0.0460358056265984,0.0,0.584,0.164
39,0000010215,0.401263823064771,0.0,0.0051150895140664,0.0,0.685,0.132
40,0000010216,0.3364928909952607,0.0,0.0051150895140664,0.0,0.851,0.124
41,0000010217,0.306477093206951,0.0,0.0076726342710997,0.0,0.902,0.168
