,기온,풍향,풍속,강수량,습도
0,0.2496050552922591,0.1413888888888889,0.0639386189258312,0.0,0.547
1,0.244865718799368,0.1122222222222222,0.0639386189258312,0.0,0.547
2,0.2401263823064771,0.1230555555555555,0.0562659846547314,0.0,0.537
3,0.2180094786729857,0.385,0.0306905370843989,0.0,0.618
4,0.2101105845181674,0.4386111111111111,0.0230179028132992,0.0,0.726
5,0.2006319115323855,0.4230555555555556,0.0230179028132992,0.0,0.7839999999999999
6,0.1974723538704581,0.4733333333333334,0.0306905370843989,0.0,0.7909999999999999
7,0.2338072669826224,0.4986111111111111,0.0358056265984654,0.0,0.701
8,0.2701421800947867,0.4441666666666667,0.0306905370843989,0.0,0.601
9,0.2890995260663507,0.0075,0.0485933503836317,0.0,0.566
10,0.3048973143759874,0.0983333333333333,0.0409207161125319,0.0,0.5559999999999999
11,0.3380726698262243,0.9288888888888888,0.0383631713554987,0.0,0.547
12,0.3380726698262243,0.8777777777777778,0.0997442455242966,0.0,0.517
13,0.3459715639810427,0.8172222222222222,0.0895140664961636,0.0,0.501
14,0.334913112164297,0.7930555555555556,0.0920716112531969,0.0,0.532
15,0.3191153238546603,0.8272222222222223,0.0946291560102301,0.0,0.51
16,0.306477093206951,0.8202777777777779,0.0537084398976982,0.0,0.507
17,0.3048973143759874,0.7725000000000001,0.0460358056265984,0.0,0.545
18,0.2906793048973144,0.6436111111111111,0.0204603580562659,0.0,0.625
19,0.278041074249605,0.5547222222222222,0.0153452685421994,0.0,0.6859999999999999
20,0.278041074249605,0.5002777777777778,0.0332480818414322,0.0,0.652
21,0.2764612954186414,0.6172222222222222,0.0204603580562659,0.0,0.711
22,0.2748815165876777,0.4880555555555555,0.0332480818414322,0.0,0.704
23,0.2812006319115324,0.4091666666666667,0.0179028132992327,0.0,0.7050000000000001
24,0.2843601895734597,0.5422222222222222,0.0383631713554987,0.0,0.7270000000000001
25,0.2985781990521327,0.1088888888888889,0.0434782608695652,0.0,0.64
