,기온,풍향,풍속,강수량,습도
0,0.244865718799368,0.1233333333333333,0.0383631713554987,0.0,0.647
1,0.2322274881516587,0.1677777777777777,0.0332480818414322,0.0,0.648
2,0.2069510268562401,0.0,0.0025575447570332,0.0,0.734
3,0.1990521327014218,0.0,0.0025575447570332,0.0,0.753
4,0.1895734597156398,0.0,0.0025575447570332,0.0,0.795
5,0.1785150078988941,0.0,0.0025575447570332,0.0,0.831
6,0.1753554502369668,0.0,0.0025575447570332,0.0,0.855
7,0.2164296998420221,0.7697222222222223,0.0179028132992327,0.0,0.793
8,0.2638230647709321,0.63,0.0153452685421994,0.0,0.691
9,0.320695102685624,0.5572222222222222,0.0255754475703324,0.0,0.5459999999999999
10,0.3317535545023697,0.7605555555555557,0.0741687979539642,0.0,0.492
11,0.3459715639810427,0.7780555555555556,0.0946291560102301,0.0,0.417
12,0.363349131121643,0.7936111111111112,0.0358056265984654,0.0,0.39
13,0.3744075829383886,0.7480555555555556,0.0511508951406649,0.0,0.358
14,0.3744075829383886,0.7955555555555556,0.0588235294117647,0.0,0.33
15,0.3570300157977883,0.7647222222222223,0.0946291560102301,0.0,0.292
16,0.3364928909952607,0.7644444444444445,0.0741687979539642,0.0,0.3319999999999999
17,0.3222748815165877,0.7508333333333334,0.0537084398976982,0.0,0.455
18,0.3127962085308057,0.7711111111111112,0.0588235294117647,0.0,0.4019999999999999
19,0.3001579778830964,0.7766666666666667,0.0409207161125319,0.0,0.494
20,0.2812006319115324,0.7538888888888888,0.0230179028132992,0.0,0.597
21,0.278041074249605,0.7111111111111111,0.0281329923273657,0.0,0.6739999999999999
22,0.2701421800947867,0.7527777777777778,0.0204603580562659,0.0,0.65
23,0.2606635071090047,0.0,0.0025575447570332,0.0,0.678
24,0.2685624012638231,0.7833333333333333,0.0179028132992327,0.0,0.682
25,0.244865718799368,0.0,0.0076726342710997,0.0,0.745
26,0.2322274881516587,0.0,0.0051150895140664,0.0,0.7909999999999999
27,0.2417061611374407,0.0672222222222222,0.0153452685421994,0.0,0.771
28,0.2527646129541864,0.2841666666666667,0.0127877237851662,0.0,0.77
29,0.2638230647709321,0.7433333333333334,0.0127877237851662,0.0,0.821
30,0.2669826224328594,0.7597222222222223,0.0204603580562659,0.0,0.859
31,0.2859399684044234,0.6047222222222222,0.0281329923273657,0.0,0.848
32,0.3333333333333333,0.7622222222222221,0.0255754475703324,0.0,0.594
33,0.344391785150079,0.7794444444444445,0.0767263427109974,0.0,0.4409999999999999
34,0.344391785150079,0.736388888888889,0.1048593350383631,0.0,0.4019999999999999
35,0.3475513428120063,0.7794444444444445,0.0920716112531969,0.0,0.408
36,0.3522906793048973,0.7991666666666667,0.0869565217391304,0.0,0.389
37,0.3570300157977883,0.7263888888888889,0.0767263427109974,0.0,0.358
38,0.339652448657188,0.7727777777777778,0.0997442455242966,0.0,0.429
39,0.3333333333333333,0.7566666666666666,0.0971867007672634,0.0,0.439
40,0.3222748815165877,0.7758333333333334,0.0588235294117647,0.0,0.486
41,0.315955766192733,0.7600000000000001,0.0383631713554987,0.0,0.499
42,0.3143759873617693,0.7641666666666668,0.0690537084398977,0.0,0.503
43,0.3096366508688783,0.8125,0.0460358056265984,0.0,0.529
44,0.2985781990521327,0.0713888888888888,0.0562659846547314,0.0,0.61
45,0.2796208530805687,0.0502777777777777,0.0332480818414322,0.0,0.627
46,0.244865718799368,0.1713888888888889,0.0153452685421994,0.0,0.693
47,0.2306477093206951,0.1458333333333333,0.0179028132992327,0.0,0.7070000000000001
48,0.2306340634822845,0.2425289750099182,0.0179618168622255,-6.161077180877328e-06,0.7105328440666199
49,0.2308020442724228,0.2547138929367065,0.0179768037050962,-2.402587369942921e-06,0.7110260128974915
50,0.2313685715198516,0.2725189924240112,0.0180182550102472,-6.837321507191518e-06,0.7087453007698059
