,기온,풍향,풍속,강수량,습도
0,0.244865718799368,0.0,0.0076726342710997,0.0,0.657
1,0.2322274881516587,0.0,0.0025575447570332,0.0,0.685
2,0.2243285939968404,0.0,0.0,0.0,0.6589999999999999
3,0.2101105845181674,0.0,0.0,0.0,0.735
4,0.2069510268562401,0.0,0.0025575447570332,0.0,0.731
5,0.2037914691943128,0.0,0.0,0.0,0.7470000000000001
6,0.2022116903633491,0.0,0.0,0.0,0.77
7,0.2338072669826224,0.0,0.0102301790281329,0.0,0.708
8,0.2859399684044234,0.631388888888889,0.0179028132992327,0.0,0.577
9,0.3033175355450237,0.5675,0.0281329923273657,0.0,0.51
10,0.3222748815165877,0.886388888888889,0.0255754475703324,0.0,0.44
11,0.3364928909952607,0.8661111111111112,0.0306905370843989,0.0,0.408
12,0.3617693522906793,0.0036111111111111,0.0255754475703324,0.0,0.378
13,0.377567140600316,0.7438888888888889,0.0434782608695652,0.0,0.324
14,0.382306477093207,0.8802777777777777,0.0409207161125319,0.0,0.322
15,0.368088467614534,0.9077777777777778,0.0204603580562659,0.0,0.289
16,0.358609794628752,0.913888888888889,0.0204603580562659,0.0,0.3109999999999999
17,0.3333333333333333,0.2066666666666667,0.0179028132992327,0.0,0.472
18,0.3238546603475514,0.1277777777777778,0.0255754475703324,0.0,0.439
19,0.320695102685624,0.0358333333333333,0.0204603580562659,0.0,0.419
20,0.2906793048973144,0.7677777777777778,0.0127877237851662,0.0,0.537
21,0.2890995260663507,0.0,0.0102301790281329,0.0,0.5569999999999999
22,0.278041074249605,0.0,0.0076726342710997,0.0,0.632
23,0.2764612954186414,0.0,0.0025575447570332,0.0,0.633
24,0.2717219589257504,0.0,0.0,0.0,0.6709999999999999
25,0.2654028436018957,0.0,0.0025575447570332,0.0,0.698
26,0.2496050552922591,0.0,0.0,0.0,0.775
27,0.278041074249605,0.0,0.0025575447570332,0.0,0.6900000000000001
28,0.278041074249605,0.0,0.0051150895140664,0.0,0.7120000000000001
29,0.292259083728278,0.5955555555555556,0.0127877237851662,0.0,0.7639999999999999
30,0.292259083728278,0.0,0.0051150895140664,0.0,0.763
31,0.3048973143759874,0.6827777777777778,0.0204603580562659,0.0,0.656
32,0.3222748815165877,0.7569444444444444,0.0434782608695652,0.0,0.591
33,0.3459715639810427,0.5847222222222223,0.0383631713554987,0.0,0.3969999999999999
34,0.3522906793048973,0.861388888888889,0.0767263427109974,0.0,0.357
35,0.3570300157977883,0.7702777777777778,0.0639386189258312,0.0,0.344
36,0.3617693522906793,0.845,0.0511508951406649,0.0,0.3269999999999999
37,0.3617693522906793,0.8547222222222223,0.0562659846547314,0.0,0.322
38,0.3522906793048973,0.7675000000000001,0.0639386189258312,0.0,0.3409999999999999
39,0.3428120063191153,0.9302777777777778,0.0537084398976982,0.0,0.382
