,기온,풍향,풍속,강수량,습도
0,0.244865718799368,0.2816666666666667,0.0204603580562659,0.0,0.622
1,0.2243285939968404,0.3658333333333333,0.0153452685421994,0.0,0.691
2,0.1958925750394944,0.0,0.0102301790281329,0.0,0.772
3,0.1737756714060031,0.2233333333333333,0.0153452685421994,0.0,0.808
4,0.1642969984202211,0.0,0.0051150895140664,0.0,0.812
5,0.1690363349131121,0.0,0.0025575447570332,0.0,0.839
6,0.1674565560821485,0.0,0.0102301790281329,0.0,0.8350000000000001
7,0.2243285939968404,0.5791666666666667,0.0127877237851662,0.0,0.755
8,0.2985781990521327,0.7944444444444445,0.0434782608695652,0.0,0.578
9,0.30173775671406,0.8961111111111112,0.0767263427109974,0.0,0.512
10,0.325434439178515,0.8944444444444445,0.0895140664961636,0.0,0.442
11,0.3475513428120063,0.9155555555555556,0.0843989769820971,0.0,0.4009999999999999
12,0.3617693522906793,0.818888888888889,0.0613810741687979,0.0,0.3759999999999999
13,0.3854660347551343,0.7997222222222222,0.0485933503836317,0.0,0.338
14,0.3759873617693523,0.0105555555555555,0.0588235294117647,0.0,0.32
15,0.3522906793048973,0.9272222222222224,0.0639386189258312,0.0,0.3369999999999999
16,0.3333333333333333,0.9483333333333334,0.0792838874680307,0.0,0.369
17,0.3143759873617693,0.9247222222222222,0.0409207161125319,0.0,0.363
18,0.2764612954186414,0.0,0.0076726342710997,0.0,0.448
19,0.2954186413902054,0.8519444444444444,0.0434782608695652,0.0,0.413
20,0.2496050552922591,0.0,0.0102301790281329,0.0,0.554
21,0.2290679304897314,0.0,0.0102301790281329,0.0,0.642
22,0.2274881516587678,0.0,0.0051150895140664,0.0,0.68
23,0.2148499210110584,0.0,0.0102301790281329,0.0,0.7220000000000001
24,0.2259083728278041,0.5858333333333333,0.0127877237851662,0.0,0.745
25,0.2006319115323855,0.3302777777777778,0.0127877237851662,0.0,0.744
26,0.1974723538704581,0.2947222222222222,0.0179028132992327,0.0,0.775
27,0.2274881516587678,0.0,0.0025575447570332,0.0,0.751
28,0.2243285939968404,0.0,0.0076726342710997,0.0,0.786
29,0.2748815165876777,0.1436111111111111,0.0511508951406649,0.0,0.6950000000000001
30,0.278041074249605,0.793888888888889,0.0204603580562659,0.0,0.708
31,0.2875197472353871,0.8952777777777778,0.0281329923273657,0.0,0.7000000000000001
