,기온,풍향,풍속,강수량,습도
0,0.2638230647709321,0.0097222222222222,0.0383631713554987,0.0,0.683
1,0.2464454976303317,0.1755555555555555,0.0255754475703324,0.0,0.746
2,0.2306477093206951,0.1508333333333333,0.0153452685421994,0.0,0.805
3,0.2274881516587678,0.1830555555555555,0.0204603580562659,0.0,0.8180000000000001
4,0.2195892575039494,0.1394444444444444,0.0281329923273657,0.0,0.8180000000000001
5,0.2085308056872038,0.1319444444444444,0.0281329923273657,0.0,0.841
6,0.2069510268562401,0.1230555555555555,0.0255754475703324,0.0,0.841
7,0.2511848341232228,0.0983333333333333,0.0281329923273657,0.0,0.777
8,0.3143759873617693,0.1663888888888889,0.0204603580562659,0.0,0.617
9,0.3238546603475514,0.4816666666666667,0.0153452685421994,0.0,0.5640000000000001
10,0.3364928909952607,0.5463888888888889,0.0383631713554987,0.0,0.529
11,0.3617693522906793,0.5991666666666666,0.0358056265984654,0.0,0.476
12,0.3902053712480253,0.528888888888889,0.0460358056265984,0.0,0.426
13,0.3870458135860979,0.6952777777777779,0.0537084398976982,0.0,0.395
14,0.3917851500789889,0.7169444444444445,0.0664961636828644,0.0,0.365
15,0.3744075829383886,0.795,0.0946291560102301,0.0,0.393
16,0.3475513428120063,0.815,0.0818414322250639,0.0,0.428
17,0.330173775671406,0.8169444444444446,0.0818414322250639,0.0,0.472
18,0.3175355450236967,0.7972222222222223,0.0511508951406649,0.0,0.537
19,0.3096366508688783,0.7858333333333333,0.0409207161125319,0.0,0.5690000000000001
20,0.2985781990521327,0.0,0.0076726342710997,0.0,0.6
21,0.2764612954186414,0.3288888888888889,0.0358056265984654,0.0,0.716
22,0.2717219589257504,0.0,0.0102301790281329,0.0,0.777
23,0.2606635071090047,0.0522222222222222,0.0179028132992327,0.0,0.781
24,0.2638230647709321,0.1844444444444444,0.0332480818414322,0.0,0.771
25,0.2496050552922591,0.9805555555555556,0.0179028132992327,0.0,0.7939999999999999
26,0.2480252764612954,0.0,0.0076726342710997,0.0,0.808
27,0.2590837282780411,0.0,0.0076726342710997,0.0,0.7959999999999999
28,0.2511848341232228,0.995,0.0281329923273657,0.0,0.816
29,0.2906793048973144,0.9291666666666668,0.0767263427109974,0.0,0.738
30,0.2890995260663507,0.975277777777778,0.0179028132992327,0.0,0.8150000000000001
31,0.292259083728278,0.8775,0.0358056265984654,0.0,0.8150000000000001
32,0.3191153238546603,0.7686111111111111,0.0204603580562659,0.0,0.726
33,0.3412322274881517,0.6758333333333334,0.0204603580562659,0.0,0.592
34,0.363349131121643,0.8297222222222222,0.1381074168797954,0.0,0.435
35,0.3712480252764613,0.8766666666666668,0.1253196930946291,0.0,0.411
36,0.3696682464454977,0.7908333333333333,0.1994884910485933,0.0,0.353
37,0.3665086887835703,0.85,0.1867007672634271,0.0,0.354
38,0.3649289099526067,0.8594444444444445,0.1508951406649616,0.0,0.379
39,0.3475513428120063,0.7838888888888889,0.1227621483375959,0.0,0.418
40,0.3317535545023697,0.8036111111111112,0.1406649616368286,0.0,0.4679999999999999
41,0.3222748815165877,0.7869444444444446,0.1048593350383631,0.0,0.518
42,0.3127962085308057,0.7666666666666667,0.0741687979539642,0.0,0.558
43,0.311216429699842,0.8161111111111111,0.0792838874680307,0.0,0.5559999999999999
44,0.3033175355450237,0.9016666666666668,0.0460358056265984,0.0,0.558
45,0.2938388625592417,0.9380555555555556,0.0588235294117647,0.0,0.596
46,0.2748815165876777,0.0569444444444444,0.0230179028132992,0.0,0.653
47,0.2622432859399684,0.3433333333333333,0.0281329923273657,0.0,0.74
48,0.2621468901634216,0.3896396458148956,0.0281981825828552,-6.5065614762716e-05,0.7432358860969543
49,0.2623501121997833,0.3947663009166717,0.0282336845993995,-6.594535079784691e-05,0.7429473996162415
50,0.2626572847366333,0.4031798839569092,0.0282764788717031,-5.5104264902183786e-05,0.7399734258651733
51,0.2631764113903045,0.412156879901886,0.0283242315053939,-1.934468855324667e-05,0.7344272136688232
52,0.2637504339218139,0.4235302805900574,0.0283759851008653,-1.3816052160109392e-05,0.7266810536384583
53,0.2643924057483673,0.4363766014575958,0.0284395273774862,-3.89168162655551e-05,0.7174555063247681
54,0.2651012539863586,0.4494423270225525,0.0284979101270437,1.269922995561501e-05,0.707230806350708
55,0.2657647728919983,0.4626354277133941,0.0285459719598293,1.4370249346029595e-06,0.6963564157485962
56,0.2664046585559845,0.4751003682613373,0.0286028776317834,3.630735955084674e-05,0.6855440139770508
57,0.2669458389282226,0.4860258102416992,0.0286479238420724,-7.884285150794312e-05,0.6755977272987366
58,0.2673789858818054,0.4951024055480957,0.0286890715360641,-7.519043720094487e-05,0.6671331524848938
59,0.2676576375961303,0.5025319457054138,0.0287206564098596,-1.2664306268561631e-05,0.6609836220741272
60,0.2677896320819855,0.50507652759552,0.0287431869655847,-6.354458309942856e-05,0.6567879915237427
61,0.2677621841430664,0.5057914853096008,0.0287443213164806,-2.4126735297613777e-05,0.6547501683235168
62,0.2675739824771881,0.5032992959022522,0.0287365075200796,7.187928531493526e-06,0.6556984782218933
63,0.2672015726566314,0.4986129403114319,0.0287107042968273,-0.0005137627595104,0.6593999266624451
64,0.2666722238063812,0.4894898533821106,0.0286753512918949,-5.0300292059546337e-05,0.6655596494674683
65,0.2660855948925018,0.4789125025272369,0.0286345593631267,-6.38546553091146e-05,0.6739364862442017
66,0.2654345631599426,0.4666964113712311,0.0285780690610408,-5.321311255102046e-05,0.6836597919464111
67,0.2647662758827209,0.4544694423675537,0.0285202376544475,-1.5484314417335554e-06,0.6942666172981262
68,0.2641254663467407,0.4415579438209533,0.0284726414829492,-1.5924351828289218e-05,0.7050689458847046
69,0.2635515034198761,0.4291136860847473,0.0284079890698194,-8.671177056385204e-05,0.7151118516921997
70,0.2630785703659057,0.4200570285320282,0.0283688176423311,-5.7909011957235634e-05,0.7235743403434753
71,0.2628214061260223,0.4126318097114563,0.0283477678894996,-6.258254870772362e-05,0.7298667430877686
72,0.2627259790897369,0.4111375212669372,0.0283400565385818,-6.076912177377381e-05,0.7333902716636658
73,0.2628457248210907,0.411661684513092,0.0283572394400835,-5.894579226151109e-05,0.7339625954627991
74,0.2631216943264007,0.4161103367805481,0.0283737313002347,-0.0001152133772848,0.7321426272392273
75,0.2635338604450226,0.4229806959629059,0.0284142326563596,-8.190032531274483e-05,0.7276344299316406
76,0.2640843987464905,0.431547462940216,0.0284578762948513,-5.8848738262895495e-05,0.7210679054260254
77,0.2646971642971039,0.442301869392395,0.028515625745058,-5.458887608256191e-05,0.712812066078186
78,0.2653839290142059,0.4548107981681824,0.0285677257925272,-6.880278669996187e-05,0.7034521698951721
79,0.2660450041294098,0.4646559059619903,0.028605792671442,9.850250535237136e-06,0.6934677958488464
80,0.2666200697422027,0.4746648669242859,0.028646919876337,-4.708234882855322e-06,0.6834256052970886
81,0.2671334147453308,0.4844387173652649,0.0286967698484659,3.0363698897417635e-06,0.674253523349762
82,0.2675549685955047,0.4951894879341125,0.0287296492606401,-4.7893234295770526e-05,0.6664875149726868
83,0.2678433358669281,0.500409722328186,0.0287610031664371,0.0001858874602476,0.6600942611694336
84,0.2679416835308075,0.5032638907432556,0.028775917366147,-5.6684428273001686e-05,0.6560307145118713
85,0.2679139971733093,0.5041271448135376,0.0287856515496969,0.0001736575068207,0.6541792154312134
86,0.2676872014999389,0.5024467706680298,0.0287721678614616,-6.274804763961583e-05,0.6551291346549988
87,0.2673307359218597,0.4984313249588012,0.0287573654204607,-3.1364383175969124e-05,0.6583564281463623
88,0.2668464183807373,0.4912460446357727,0.0287215188145637,2.5415494746994227e-05,0.6644593477249146
89,0.2662482261657715,0.4820048809051513,0.0286753363907337,-3.22633859468624e-05,0.6724409461021423
90,0.2656038105487823,0.4711449146270752,0.0286222714930772,-1.997400431719143e-05,0.6819076538085938
91,0.264936625957489,0.4577080607414245,0.0285657308995723,-2.6245261324220337e-05,0.6923396587371826
92,0.2643304467201233,0.4454740285873413,0.0285089574754238,-1.5514175174757838e-05,0.702839195728302
93,0.2637505233287811,0.4333788156509399,0.0284588858485221,-3.4038821468129754e-05,0.7128689289093018
94,0.2632762193679809,0.4233214855194092,0.028416097164154,-5.576467628998216e-06,0.7212923169136047
95,0.2630300223827362,0.4167689979076385,0.0283876396715641,-1.8952274331240915e-05,0.7276116609573364
96,0.2629323303699493,0.4139506816864013,0.0283801946789026,-2.094453520840034e-05,0.7313159704208374
97,0.2630335688591003,0.414223164319992,0.0283967275172472,-1.529585279058665e-05,0.7322167754173279
98,0.2633247375488281,0.4181236624717712,0.0284197833389043,4.0904138586483896e-05,0.730309247970581
99,0.2636662721633911,0.4234652519226074,0.0284444745630025,5.005901766708121e-05,0.7262231707572937
100,0.2641932666301727,0.4321058094501495,0.0284873154014349,7.785858542774804e-06,0.7197210192680359
101,0.2647983133792877,0.4427941441535949,0.0285342596471309,8.152956434059888e-05,0.711704432964325
102,0.2654309570789337,0.4530628025531769,0.0285769384354352,-1.4156562428979669e-06,0.7026215195655823
103,0.2660430669784546,0.4636737406253814,0.0286242179572582,-8.39088261272991e-06,0.692510724067688
