,date,기온,풍향,풍속,강수량,습도,PM2.5
0,0000010100,0.2385466034755134,0.893888888888889,0.0613810741687979,0.0,0.696,0.036
1,0000010101,0.2353870458135861,0.9061111111111112,0.0537084398976982,0.0,0.725,0.04
2,0000010102,0.2338072669826224,0.912777777777778,0.0818414322250639,0.0,0.7120000000000001,0.032
3,0000010103,0.2306477093206951,0.9033333333333332,0.0613810741687979,0.0,0.7050000000000001,0.04
4,0000010104,0.2338072669826224,0.8847222222222223,0.0562659846547314,0.0,0.7020000000000001,0.04
5,0000010105,0.2290679304897314,0.8572222222222223,0.0485933503836317,0.0,0.718,0.04
6,0000010106,0.2385466034755134,0.9533333333333334,0.0716112531969309,0.0,0.7220000000000001,0.036
7,0000010107,0.2464454976303317,0.9008333333333334,0.0613810741687979,0.0,0.73,0.036
8,0000010108,0.2701421800947867,0.8758333333333334,0.0895140664961636,0.0,0.675,0.024
9,0000010109,0.2875197472353871,0.8252777777777779,0.0639386189258312,0.0,0.66,0.032
10,0000010110,0.2985781990521327,0.9169444444444446,0.0716112531969309,0.0,0.6489999999999999,0.044
11,0000010111,0.3191153238546603,0.8175000000000001,0.0511508951406649,0.0,0.627,0.04
12,0000010112,0.3080568720379147,0.9063888888888888,0.0613810741687979,0.0,0.611,0.028
13,0000010113,0.3317535545023697,0.7280555555555557,0.0306905370843989,0.0,0.5559999999999999,0.028
14,0000010114,0.320695102685624,0.9530555555555555,0.0460358056265984,0.0,0.578,0.024
15,0000010115,0.3001579778830964,0.2930555555555555,0.0562659846547314,0.0,0.621,0.02
16,0000010116,0.2764612954186414,0.1830555555555555,0.0179028132992327,0.0,0.6789999999999999,0.016
17,0000010117,0.2638230647709321,0.2288888888888889,0.0153452685421994,0.0,0.744,0.02
18,0000010118,0.2748815165876777,0.2325,0.0332480818414322,0.0,0.685,0.036
19,0000010119,0.2701421800947867,0.2155555555555555,0.0511508951406649,0.0,0.6289999999999999,0.044
20,0000010120,0.2748815165876777,0.2230555555555555,0.0613810741687979,0.0,0.632,0.052
21,0000010121,0.2859399684044234,0.2169444444444444,0.0639386189258312,0.0,0.672,0.052
22,0000010122,0.2906793048973144,0.2208333333333333,0.0562659846547314,0.0,0.8130000000000001,0.048
